,protocol,measuredDate,createDate,updateDate,publishDate,organizationId,organizationName,siteId,siteName,countryName,countryCode,latitude,longitude,elevation,pid,landcoversDownwardPhotoUrl,landcoversEastExtraData,landcoversEastPhotoUrl,landcoversMucCode,landcoversUpwardPhotoUrl,landcoversEastCaption,landcoversMeasurementLatitude,landcoversWestClassifications,landcoversNorthCaption,landcoversNorthExtraData,landcoversDataSource,landcoversDryGround,landcoversSouthClassifications,landcoversWestCaption,landcoversNorthPhotoUrl,landcoversUpwardCaption,landcoversDownwardExtraData,landcoversEastClassifications,landcoversMucDetails,landcoversMeasuredAt,landcoversDownwardCaption,landcoversSouthPhotoUrl,landcoversMuddy,landcoversWestPhotoUrl,landcoversStandingWater,landcoversLeavesOnTrees,landcoversUserid,landcoversSouthExtraData,landcoversSouthCaption,landcoversRainingSnowing,landcoversUpwardExtraData,landcoversMeasurementElevation,landcoversWestExtraData,landcoversLandCoverId,landcoversMeasurementLongitude,landcoversMucDescription,landcoversSnowIce,landcoversNorthClassifications,landcoversFieldNotes
0,land_covers,2020-07-10,2020-07-23T01:15:06,2020-07-23T13:15:14,2020-08-12T21:22:09,17043304,United States of America Citizen Science,205808,17RMM826659,,,28.620009,-81.177998,20.1,163829340,https://data.globe.gov/system/photos/2020/07/10/1785307/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/10/1785303/original.jpg,,https://data.globe.gov/system/photos/2020/07/10/1785306/original.jpg,,28.6203,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/10/1785302/original.jpg,,(source: camera),,,2020-07-10T00:19:00,,https://data.globe.gov/system/photos/2020/07/10/1785304/original.jpg,False,https://data.globe.gov/system/photos/2020/07/10/1785305/original.jpg,False,True,67207102,(source: camera),,False,(source: camera),20,(source: camera),35385,-81.1778,,False,,(none)
1,land_covers,2020-07-22,2020-07-24T15:10:04,2020-07-24T15:25:29,2020-08-12T21:22:09,17043304,United States of America Citizen Science,209888,17RMM845650,,,28.611909,-81.158549,14.2,163834055,https://data.globe.gov/system/photos/2020/07/22/1788782/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/22/1788773/original.jpg,,https://data.globe.gov/system/photos/2020/07/22/1788780/original.jpg,,28.6127,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/22/1788772/original.jpg,,(source: camera),,,2020-07-22T13:44:00,,https://data.globe.gov/system/photos/2020/07/22/1788775/original.jpg,True,https://data.globe.gov/system/photos/2020/07/22/1788778/original.jpg,True,True,67207102,(source: camera),,False,(source: camera),14.8,(source: camera),35453,-81.1583,,False,,(none)
2,land_covers,2020-07-22,2020-07-24T15:15:05,2020-07-24T15:25:18,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210268,17RMM834654,,,28.615506,-81.169807,15.5,163834144,https://data.globe.gov/system/photos/2020/07/22/1788825/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/22/1788819/original.jpg,,https://data.globe.gov/system/photos/2020/07/22/1788822/original.jpg,,28.6162,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/22/1788818/original.jpg,,(source: camera),,,2020-07-22T14:07:00,,https://data.globe.gov/system/photos/2020/07/22/1788820/original.jpg,True,https://data.globe.gov/system/photos/2020/07/22/1788821/original.jpg,True,True,67207102,(source: camera),,False,(source: camera),13.9,(source: camera),35456,-81.169,,False,,(none)
3,land_covers,2020-07-15,2020-07-24T15:00:03,2020-07-24T15:25:23,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210336,17RMM829652,,,28.613694,-81.174918,20.7,163834021,https://data.globe.gov/system/photos/2020/07/15/1788688/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/15/1788684/original.jpg,,https://data.globe.gov/system/photos/2020/07/15/1788687/original.jpg,,28.6137,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/15/1788682/original.jpg,,(source: camera),,,2020-07-15T17:23:00,,https://data.globe.gov/system/photos/2020/07/15/1788685/original.jpg,False,https://data.globe.gov/system/photos/2020/07/15/1788686/original.jpg,True,True,67207102,(source: camera),,False,(source: camera),20.8,(source: camera),35444,-81.1748,,False,,(none)
4,land_covers,2020-07-15,2020-07-24T15:00:04,2020-07-24T15:25:32,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210346,17RMM836654,,,28.615509,-81.167761,16.5,163834023,https://data.globe.gov/system/photos/2020/07/15/1788696/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/15/1788692/original.jpg,,https://data.globe.gov/system/photos/2020/07/15/1788695/original.jpg,,28.6161,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/15/1788691/original.jpg,,(source: camera),,,2020-07-15T17:37:00,,https://data.globe.gov/system/photos/2020/07/15/1788693/original.jpg,True,https://data.globe.gov/system/photos/2020/07/15/1788694/original.jpg,True,True,67207102,(source: camera),,False,(source: camera),14,(source: camera),35445,-81.1672,,False,,(none)
5,land_covers,2020-07-22,2020-07-24T15:10:06,2020-07-24T15:25:12,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210346,17RMM836654,,,28.615509,-81.167761,16.5,163834064,https://data.globe.gov/system/photos/2020/07/22/1788759/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/22/1788749/original.jpg,,https://data.globe.gov/system/photos/2020/07/22/1788755/original.jpg,,28.6158,,,(source: camera),GLOBE Observer App,False,,,https://data.globe.gov/system/photos/2020/07/22/1788748/original.jpg,,(source: camera),,,2020-07-22T13:22:00,,https://data.globe.gov/system/photos/2020/07/22/1788750/original.jpg,True,https://data.globe.gov/system/photos/2020/07/22/1788752/original.jpg,True,True,67207102,(source: camera),,False,(source: camera),13.7,(source: camera),35451,-81.1669,,False,,(none)
6,land_covers,2020-07-15,2020-07-23T01:20:06,2020-07-24T15:25:17,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210347,17RMM850678,,,28.637189,-81.153471,20.2,163829353,https://data.globe.gov/system/photos/2020/07/15/1788702/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/15/1788698/original.jpg,,https://data.globe.gov/system/photos/2020/07/15/1788701/original.jpg,,28.6373,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/15/1788697/original.jpg,,(source: camera),,,2020-07-15T17:44:00,,https://data.globe.gov/system/photos/2020/07/15/1788699/original.jpg,False,https://data.globe.gov/system/photos/2020/07/15/1788700/original.jpg,False,True,67207102,(source: camera),,False,(source: camera),20.5,(source: camera),35446,-81.1534,,False,,(none)
7,land_covers,2020-07-15,2020-07-24T15:00:03,2020-07-24T15:25:08,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210511,17RMM839654,,,28.615513,-81.164692,14.8,163834020,https://data.globe.gov/system/photos/2020/07/15/1788708/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/15/1788704/original.jpg,,https://data.globe.gov/system/photos/2020/07/15/1788707/original.jpg,,28.616,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/15/1788703/original.jpg,,(source: camera),,,2020-07-15T17:47:00,,https://data.globe.gov/system/photos/2020/07/15/1788705/original.jpg,False,https://data.globe.gov/system/photos/2020/07/15/1788706/original.jpg,False,True,67207102,(source: camera),,False,(source: camera),20.5,(source: camera),35447,-81.1638,,False,,(none)
8,land_covers,2020-07-15,2020-07-24T15:00:02,2020-07-24T15:25:16,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210512,17RMM840654,,,28.615514,-81.163669,16.6,163834019,https://data.globe.gov/system/photos/2020/07/15/1788716/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/15/1788712/original.jpg,,https://data.globe.gov/system/photos/2020/07/15/1788715/original.jpg,,28.6157,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/15/1788711/original.jpg,,(source: camera),,,2020-07-15T17:58:00,,https://data.globe.gov/system/photos/2020/07/15/1788713/original.jpg,False,https://data.globe.gov/system/photos/2020/07/15/1788714/original.jpg,False,True,67207102,(source: camera),,False,(source: camera),20.2,(source: camera),35448,-81.1627,,False,,(none)
9,land_covers,2020-07-22,2020-07-24T15:10:03,2020-07-24T15:25:34,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210514,17RMM843650,,,28.611907,-81.160595,11.2,163834053,https://data.globe.gov/system/photos/2020/07/22/1788771/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/22/1788766/original.jpg,,https://data.globe.gov/system/photos/2020/07/22/1788770/original.jpg,,28.6127,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/22/1788762/original.jpg,,(source: camera),,,2020-07-22T13:38:00,,https://data.globe.gov/system/photos/2020/07/22/1788768/original.jpg,True,https://data.globe.gov/system/photos/2020/07/22/1788769/original.jpg,False,True,67207102,(source: camera),,False,(source: camera),12,(source: camera),35452,-81.1603,,False,,(none)
